ID,LABNR,C14AGE,C14STD,C13,MATERIAL,SPECIES,COUNTRY,SITE,PERIOD,CULTURE,PHASE,LOCUS,LATITUDE,LONGITUDE,METHOD,CALAGE,CALSTD,REFERENCE,NOTICE
5548,GU-18422,4510,35,-20.2,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3220,90,Schulting 2013,NGR HY 4177 1292
5549,GU-18423,4570,35,-20.6,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3270,110,Schulting 2013,NGR HY 4177 1292
5550,GU-18424,4255,35,-20.8,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,2850,60,Schulting 2013,NGR HY 4177 1292
5551,GU-18425,4095,35,-21,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,2710,110,Schulting 2013,NGR HY 4177 1292
5552,GU-18426,4430,35,-20.3,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3120,130,Schulting 2013,NGR HY 4177 1292
5553,GU-18427,4415,35,-20.7,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3050,90,Schulting 2013,NGR HY 4177 1292
5554,GU-18428,4510,35,-20.6,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3220,90,Schulting 2013,NGR HY 4177 1292
5555,GU-18429,4610,35,-21.5,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3420,70,Schulting 2013,NGR HY 4177 1292
5556,GU-18430,4500,35,-20.2,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3220,90,Schulting 2013,NGR HY 4177 1292
5557,GU-18431,4480,35,-20.2,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3200,90,Schulting 2013,NGR HY 4177 1292
5558,GU-18432,4360,35,-21.3,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,2980,50,Schulting 2013,NGR HY 4177 1292
5559,GU-18433,4580,35,-19.8,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3320,140,Schulting 2013,NGR HY 4177 1292
5560,GU-18434,4375,35,-20.1,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,2990,60,Schulting 2013,NGR HY 4177 1292
5561,GU-18435,4465,35,-20.1,bone,human,England/Wales,Quanterness,Neolithic,nd,Chamber Tomb,nd,58.988,-3.0258,14C,3190,110,Schulting 2013,NGR HY 4177 1292
5562,OxA-3367,4950,80,-25.9,charcoal,nd,England/Wales,Rectory Farm,Neolithic,Early Neolithic,nd,nd,52.3214,-0.1584,14C,3770,100,Oxford Date List 16,NGR TL 258712
5563,OxA-3369,4850,80,-24,charcoal,nd,England/Wales,Rectory Farm,Neolithic,Early Neolithic,nd,nd,52.3214,-0.1584,14C,3630,90,Oxford Date List 16,NGR TL 258712
5564,OxA-3370,5050,80,-25.2,charcoal,nd,England/Wales,Rectory Farm,Neolithic,Early Neolithic,nd,nd,52.3214,-0.1584,14C,3840,90,Oxford Date List 16,NGR TL 258712
5565,OxA-3491,4360,75,-26.4,charcoal,nd,England/Wales,Rectory Farm,Neolithic,Early Neolithic,nd,nd,52.3214,-0.1584,14C,3050,130,Oxford Date List 16,NGR TL 258712
5566,OxA-3646,5035,70,-23.7,charcoal,nd,England/Wales,Rectory Farm,Neolithic,Early Neolithic,nd,nd,52.3214,-0.1584,14C,3830,90,Oxford Date List 16,NGR TL 258712
5567,OxA-4360,4775,100,-21.7,bone ,nd,England/Wales,Rectory Farm,Neolithic,Early Neolithic,nd,nd,52.3214,-0.1584,14C,3530,110,Oxford Date List 20,NGR TL 258712
5568,OxA-10649,4880,35,0,bone,human,England/Wales,Red Fescue Cave,Neolithic,nd,nd,nd,51.55,-4.2667,14C,3670,30,NGRSS42668678, 
5569,GU-1739,8655,85,0,wood,Salix,England/Wales,Redhill Marsh,Epipalaeolithic,nd,nd,nd,50.5194,-4.5846,14C,7730,110,CBA Radiocarbon Index,SX168721
5570,BM-2694,6110,50,0,charcoal,Quercus,England/Wales,"Rhedhoo, IOM",Epipalaeolithic,nd,nd,nd,54.3493,-4.4759,14C,5060,90,CBA Radiocarbon Index,SC391977
5571,BM-691,8739,86,0,charcoal,Corylus ,England/Wales,Rhuddlan,Epipalaeolithic,nd,nd,nd,53.2888,-3.4628,14C,7820,150,"British Museum VIII, 27",SJ025779
5572,BM-822,8528,73,0,charcoal,Corylus ,England/Wales,Rhuddlan,Epipalaeolithic,nd,nd,nd,53.2888,-3.4628,14C,7560,50,"British Museum VIII, 27",SJ025779
5573,Q-1099,6330,80,0,charcoal,nd,England/Wales,Rickmansworth,Epipalaeolithic,nd,nd,nd,51.6383,-0.429,14C,5310,90,CBA Radiocarbon Index,TQ087945
5574,OxA-2954,4440,65,-24.3,bone,human,England/Wales,Rise How,Neolithic,nd,nd,nd,0,0,14C,3140,140,?, 
5575,Q-1166,7550,210,0,charcoal,nd,England/Wales,Rishworth Drain,Epipalaeolithic,nd,nd,nd,53.6466,-2.0257,14C,6420,220,CBA Radiocarbon Index,SD983167
5576,OxA-6363,8355,80,0,sediment,nd,England/Wales,River Snail,Palynology,nd,nd,nd,52.1899,-0.1405,14C,7400,100,CBA Radiocarbon Index,TL271563
5577,OxA-6364,8805,80,0,sediment,nd,England/Wales,River Snail,Palynology,nd,nd,nd,52.1899,-0.1405,14C,7940,180,CBA Radiocarbon Index,TL271563
5578,OxA-1807,4870,120,-21,bone,human,England/Wales,Robin Hood Cave,Neolithic,nd,nd,nd,53.2618,-1.1994,14C,3660,140,SK534742,Oxford Date List 13
5579,OxA-7386,5000,40,-20.5,bone,human,England/Wales,Robin Hood Cave,nd,nd,nd,nd,53.2618,-1.1994,14C,3810,90,SK534742,Oxford Date List 26
5580,Q-1190,5830,100,0,charcoal,nd,England/Wales,Rocher Moss South,Epipalaeolithic,nd,nd,nd,53.5774,-1.9547,14C,4690,120,CBA Radiocarbon Index,SE0309
5581,BM-2546,4600,90,-24.1,bone,nd,England/Wales,Runnymede,Neolithic,nd,nd,nd,51.4355,-0.5353,14C,3320,170,"British Musem XXII, 55",TQ018718
5582,OxA-3580,7350,90,-24.6,charcoal,prunus,England/Wales,Runnymede,Epipalaeolithic,nd,nd,nd,51.4355,-0.5353,14C,6220,110,Oxford Date List 16,TQ018718
5583,OxA-3581,8050,100,-27.5,charcoal,Salicaceae,England/Wales,Runnymede,Epipalaeolithic,nd,nd,nd,51.4355,-0.5353,14C,6970,170,Oxford Date List 16,TQ018718
5584,OxA-3582,5780,85,-27.4,charcoal,nd,England/Wales,Runnymede,Epipalaeolithic?/ anomalous Neolithic,nd,nd,nd,51.4355,-0.5353,14C,4630,100,Oxford Date List 16,TQ018718
5585,UB-3629,4590,80,0,bone,human,England/Wales,Scabba Wood Shelter,Neolithic,nd,nd,nd,53.5,-1.2,14C,3320,160,?, 
5586,BM-1841R,8740,120,0,bone,Bos,England/Wales,Seamer Carr,Epipalaeolithic,nd,nd,nd,54.2367,-0.4195,14C,7870,210,CBA Radiocarbon Index,TA030835
5587,BM-2350,9790,180,-24.1,bone,equus ferus,England/Wales,Seamer Carr,Epipalaeolithic,nd,nd,nd,54.2367,-0.4195,14C,9270,330,"British Museum XX, 180",TA030835
5588,OxA-1030,9940,100,0,bone,dog,England/Wales,Seamer Carr,Epipalaeolithic,nd,nd,nd,54.2258,-0.4138,14C,9510,170,CBA Radiocarbon Index,TA034823
5589,HAR-6608,8770,90,0,nd,nd,England/Wales,Seasonal/year-round occupation and working of lithics,Epipalaeolithic,nd,nd,nd,57.0162,-6.2789,14C,7890,190,CBA Radiocarbon Index,NM403998
5590,OxA-11538,4290,40,-22.4,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,2920,40,Oxford Date List 32 (2007),TA185689
5591,OxA-11539,4357,39,-23.9,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,2980,60,Oxford Date List 32 (2007),TA185689
5592,OxA-11603,4480,40,-25.7,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3200,100,Oxford Date List 32 (2007),TA185689
5593,OxA-11605,4710,40,-24.6,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3500,100,Oxford Date List 32 (2007),TA185689
5594,OxA-11606,4670,40,-24.8,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3460,70,Oxford Date List 32 (2007),TA185689
5595,OxA-11658,9210,110,-26.5,charcoal,Alnus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,8460,130,Oxford Date List 32 (2007),TA185689
5596,OxA-11661,4380,60,-28.5,residue,nd,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3050,110,Oxford Date List 32 (2007),TA185689
5597,OxA-11679,4180,55,-28.1,residue,nd,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,2760,90,Oxford Date List 32 (2007),TA185689
5598,OxA-13850,4734,35,-22,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3510,100,Oxford Date List 32 (2007),TA185689
5599,OxA-13851,4433,38,-28.1,residue,nd,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3130,130,Oxford Date List 32 (2007),TA185689
5600,OxA-13852,4428,35,-27.6,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3120,130,Oxford Date List 32 (2007),TA185689
5601,OxA-13853,4570,31,-22,residue,nd,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3270,100,Oxford Date List 32 (2007),TA185689
5602,OxA-13854,4659,35,-22.3,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3440,60,Oxford Date List 32 (2007),TA185689
5603,OxA-13855,4791,36,-24.8,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3580,40,Oxford Date List 32 (2007),TA185689
5604,OxA-13874,4629,35,-28.7,residue,nd,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3430,60,Oxford Date List 32 (2007),TA185689
5605,OxA-13962,4140,190,-30.3,residue,nd,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,2700,250,Oxford Date List 32 (2007),TA185689
5606,OxA-13971,4711,33,-22.6,charcoal,Corylus,England/Wales,Sewerby Cottage Farm,Neolithic,nd,nd,nd,54.1021,-0.1875,14C,3500,100,Oxford Date List 32 (2007),TA185689
5607,Birm-462,5850,140,0,nd,nd,England/Wales,Shell midden assoc with raised storm beach,Epipalaeolithic,nd,nd,nd,56.0209,-6.2162,14C,4720,170,CBA Radiocarbon Index,NR373889
5608,Birm-463,8220,170,0,nd,nd,England/Wales,Shell midden assoc with raised storm beach,Epipalaeolithic,nd,nd,nd,56.0209,-6.2162,14C,7200,230,CBA Radiocarbon Index,NR373889
5609,Birm-464,6910,160,0,nd,nd,England/Wales,Shell midden assoc with raised storm beach,Epipalaeolithic,nd,nd,nd,56.0209,-6.2162,14C,5810,140,CBA Radiocarbon Index,NR373889
5610,Birm-465,6010,150,0,nd,nd,England/Wales,Shell midden assoc with raised storm beach,Epipalaeolithic,nd,nd,nd,56.0209,-6.2162,14C,4930,190,CBA Radiocarbon Index,NR373889
5611,Q-586,6675,150,0,peat,nd,England/Wales,Shippea Hill,Epipalaeolithic,nd,nd,nd,52.429,0.4124,14C,5610,120,CBA Radiocarbon Index,TL6484
5612,OxA-3537,4470,95,0,wood,rosaceae,England/Wales,Shulishader,Neolithic,nd,nd,axe haft,58.2309,-6.2048,14C,3160,150,NB532344,
5613,OxA-3509,7180,85,0,shell,Cepaea,England/Wales,Sidlings Copse,nd,nd,nd,nd,0,0,14C,6070,90,CBA Radiocarbon Index, 
5614,GU-4407,4410,60,0,wood,alder,England/Wales,Silvertown,Neolithic,nd,nd,nd,51.5022,-1.8939,14C,3100,140,Crockett 2002, 
5615,BM-356,4760,130,0,charcoal,nd,England/Wales,South Street,Neolithic,nd,nd,nd,51.4167,-1.8667,14C,3520,140,British Museum VII; 171,51.25
5616,BM-357,4700,135,0,bone,Bos,England/Wales,South Street,Neolithic,nd,nd,nd,51.4167,-1.8667,14C,3430,180,British Museum VII; 171,51.25
5617,BM-358a,4620,140,0,antler,red deer,England/Wales,South Street,Neolithic,nd,nd,nd,51.4167,-1.8667,14C,3330,210,British Museum VII; 171,51.25
5618,BM-358b,4530,110,0,bone,red deer,England/Wales,South Street,Neolithic,nd,nd,nd,51.4167,-1.8667,14C,3230,170,British Museum VII; 171,51.25
5619,Q-2394,5820,95,0,peat,nd,England/Wales,Soyland Moor,Epipalaeolithic,nd,nd,nd,53.6583,-2.0454,14C,4670,110,CBA Radiocarbon Index,SD9718
5620,OxA-1009,6560,80,0,antler,red deer,England/Wales,Splash Point ,Epipalaeolithic,nd,nd,nd,53.3301,-3.4717,14C,5510,70,CBA,SJ020825
5621,BM-1533,4650,80,-25,charcoal,nd,England/Wales,Spong Hill,Neolithic,nd,nd,nd,52.6925,-2.4108,14C,3440,110,"British Museum XIV, 232",TG980197
5622,BM-1534,4950,120,-24.7,charcoal,nd,England/Wales,Spong Hill,Neolithic,nd,nd,nd,52.6925,-2.4108,14C,3770,130,"British Museum XIV, 232",TG980197
5623,BM-1535,4990,80,-24.1,charcoal,nd,England/Wales,Spong Hill,Neolithic,nd,nd,nd,52.6925,-2.4108,14C,3800,100,"British Museum XIV, 232",TG980197
5624,OxA-3815,4830,40,0,bone,human,England/Wales,Spurge Hole,Neolithic,nd,nd,nd,51.55,-4.0833,14C,3600,60,?, 
5625,OxA-1158,5350,100,0,antler,red deer,England/Wales,Staines,Epipalaeolithic,nd,nd,nd,51.4326,-0.5181,14C,4180,120,CBA Radiocarbon Index,TQ030715
5626,OxA-4057,4670,85,-21,bone,cattle,England/Wales,Staines Road Farm,Neolithic,nd,nd,nd,51.4032,-0.4518,14C,3470,110,TQ07686832,Oxford Date List 29
5627,OxA-4058,4740,85,-21,bone,cattle,England/Wales,Staines Road Farm,Neolithic,nd,nd,nd,51.4032,-0.4518,14C,3510,100,TQ07686832,Oxford Date List 29
5628,OxA-4059,4595,85,-21,bone,cattle,England/Wales,Staines Road Farm,Neolithic,nd,nd,nd,51.4032,-0.4518,14C,3320,160,TQ07686832,Oxford Date List 29
5629,OxA-4060,4860,85,-21,bone,cattle,England/Wales,Staines Road Farm,Neolithic,nd,nd,nd,51.4032,-0.4518,14C,3640,100,TQ07686832,Oxford Date List 29
5630,OxA-4061,4645,85,-21,bone,cattle,England/Wales,Staines Road Farm,Neolithic,nd,nd,nd,51.4032,-0.4518,14C,3410,140,TQ07686832,Oxford Date List 29
5631,OxA-5551,2655,55,0,bone,human,England/Wales,Stanwick,Early Neolithic,nd,nd,nd,53.2627,-1.1964,14C,840,40,"Archaeometry 39(1), 1997, 247-262",NGR SP 965710
5632,OxA-5632,4825,65,-20.2,bone ,human,England/Wales,Stanwick,Early Neolithic,nd,nd,nd,52.3238,-0.5892,14C,3600,70,Oxford Date List 23,SP96147050
5633,OxA-5633,4820,80,-20.5,bone ,human,England/Wales,Stanwick,Early Neolithic,nd,nd,nd,52.3238,-0.5892,14C,3580,90,Oxford Date List 23,SP96147050
5634,OxA-1154,9500,120,0,antler,red deer,England/Wales,Star Carr,Epipalaeolithic,nd,nd,nd,54.2142,-0.4234,14C,8890,210,CBA Radiocarbon Index,TA028810
5635,OxA-1176,9700,160,0,antler,red deer,England/Wales,Star Carr,Epipalaeolithic,nd,nd,nd,54.2142,-0.4234,14C,9080,230,CBA Radiocarbon Index,TA028810
5636,C-353,9488,350,0,wood,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2143,-0.4249,14C,8870,480,CBA Radiocarbon Index,TA027810
5637,CAR-1017,8580,90,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,7640,90,CBA Radiocarbon Index,TA028809
5638,CAR-1018,9410,110,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8770,210,CBA Radiocarbon Index,TA028809
5639,CAR-1019,9410,110,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8770,210,CBA Radiocarbon Index,TA028809
5640,CAR-1020,9720,80,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9100,160,CBA Radiocarbon Index,TA028809
5641,CAR-1021,11010,120,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,10940,110,CBA Radiocarbon Index,TA028809
5642,CAR-1022,8670,90,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,7750,130,CBA Radiocarbon Index,TA028809
5643,CAR-1023,9290,60,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8510,100,CBA Radiocarbon Index,TA028809
5644,CAR-1024,9540,110,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8930,180,CBA Radiocarbon Index,TA028809
5645,CAR-1025,9480,100,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8870,200,CBA Radiocarbon Index,TA028809
5646,CAR-1026,9680,110,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9050,170,CBA Radiocarbon Index,TA028809
5647,CAR-1047,9690,110,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9060,180,CBA Radiocarbon Index,TA028809
5648,CAR-1048,8810,100,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,7940,190,CBA Radiocarbon Index,TA028809
5649,CAR-1049,9240,110,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8480,130,CBA Radiocarbon Index,TA028809
5650,CAR-1050,9310,80,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8540,120,CBA Radiocarbon Index,TA028809
5651,CAR-1051,10010,80,0,soil,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9570,170,CBA Radiocarbon Index,TA028809
5652,CAR-928,9670,120,0,charcoal,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9040,180,CBA Radiocarbon Index,TA028809
5653,CAR-930,9660,110,0,charcoal,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9030,170,CBA Radiocarbon Index,TA028809
5654,OxA-2343,9350,90,-29.1,resin,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2134,-0.425,14C,8600,130,Oxford Date List 18,TA027809
5655,OxA-3343,9420,70,0,plant,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8710,100,CBA Radiocarbon Index,TA028809
5656,OxA-3344,9360,70,0,plant,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8620,100,CBA Radiocarbon Index,TA028809
5657,OxA-3345,9580,70,0,charcoal,reed,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8980,150,CBA Radiocarbon Index,TA028809
5658,OxA-3346,9560,70,0,wood,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8960,150,CBA Radiocarbon Index,TA028809
5659,OxA-3347,9680,70,0,wood,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9070,150,CBA Radiocarbon Index,TA028809
5660,OxA-3348,9700,70,0,charcoal,read,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9090,150,CBA Radiocarbon Index,TA028809
5661,OxA-3349,9640,70,0,wood,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9030,150,CBA Radiocarbon Index,TA028809
5662,OxA-3350,9500,70,0,plant,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8900,170,CBA Radiocarbon Index,TA028809
5663,OxA-3351,9630,100,0,plant,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,9020,170,CBA Radiocarbon Index,TA028809
5664,OxA-4376,9385,115,0,wood,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8700,200,CBA Radiocarbon Index,TA028809
5665,OxA-4377,8940,90,0,wood,nd,England/Wales,Starr Carr,Epipalaeolithic,nd,nd,nd,54.2133,-0.4234,14C,8080,140,CBA Radiocarbon Index,TA028809
5666,OxA-8136,6785,35,0,bone,human,England/Wales,Staythorpe,Epipalaeolithic,nd,nd,nd,53.0667,-0.8667,14C,5680,30,?, 
5667,BM-1164,3678,68,-23.7,antler ,cervus elaphus,England/Wales,Stonehenge,nd,nd,The Avenue,"Avenue Southern Ditch, north side of A344 primary fill near bottom C83Stonehenge terminal primary silt C6",51.1788,-1.8262,14C,2070,100,Marshall 2012,
5668,BM-1582,3715,70,-21.8,nd,nd,England/Wales,Stonehenge,nd,nd,Beaker Age Burial,as OxA-4886,51.1788,-1.8262,14C,2120,100,Marshall 2012,
5669,BM-1583,4410,60,-22.7,bone,red deer,England/Wales,Stonehenge,Neolithic,nd,Aubrey Holes,ditch primary fill near west terminal,51.1788,-1.8262,14C,3100,140,"British Museum XIV, 234",SU122422
5670,BM-1617,4390,60,-22.7,bone,red deer,England/Wales,Stonehenge,Neolithic,nd,Aubrey Holes,"ditch primary fill near west terminal [3895/3900], C41/2",51.1788,-1.8262,14C,3070,130,"British Museum XIV, 234",SU122422
5671,BM-46,3670,150,0,antler ,nd,England/Wales,Stonehenge,nd,nd,Stone Settings,"Sarsen Trilithon, stonehole 56 chalk rubble, erection ramp [2449], C17",51.1788,-1.8262,14C,2070,210,Marshall 2012,Rejected by Marshall 2012
5672,C-602,3798,275,0,charcoal,nd,England/Wales,Stonehenge,nd,nd,Abrey Holes,Abrey Hole 32,51.1788,-1.8262,14C,2260,370,Marshall 2012,
5673,GU-5109,8880,120,0,charcoal,Pinus,England/Wales,Stonehenge,Epipalaeolithic,nd,nd,nd,51.1788,-1.8262,14C,7990,190,CBA Radiocarbon Index,SU123422
5674,GU-5109,8880,120,-24.5,charcoal,Pinus,England/Wales,Stonehenge,Epipalaeolithic,nd,nd,[9585] secondary fill of postpit 9580,51.1788,-1.8262,14C,7990,190,Marshall 2012,
5675,HAR-2013,3720,70,-23.6,antler ,nd,England/Wales,Stonehenge,nd,nd,The Avenue,"Avenue Northern Ditch, Stonehenge terminal primary silt C7",51.1788,-1.8262,14C,2130,110,Marshall 2012,
5676,HAR-455,9130,180,-24.2,charcoal,Pinus,England/Wales,Stonehenge,Epipalaeolithic,nd,nd,"Postpit A. Posthole A. o.76m deep in post circle, halfway between the top (natural chalk) and the base, at the edge of the hole",51.1736,-3.2575,14C,8320,260,CBA Radiocarbon Index,ST 121424
5677,HAR-456,8090,140,-25.4,charcoal,Pinus,England/Wales,Stonehenge,Epipalaeolithic,nd,nd,"Postpit B. Posthole B, 0.31 m from base, from the surface of the natural chalk",51.1736,-3.2575,14C,7040,230,CBA Radiocarbon Index,ST 121424
5678,OxA-17957,4271,29,0,bone,human,England/Wales,Stonehenge,nd,nd,Ditch-Secondary Filling,"ditch fill, C41, 54/36",51.1788,-1.8262,14C,2890,20,Marshall 2012,Rejected by Marshall 2012
5679,OxA-17958,3961,29,0,bone,human,England/Wales,Stonehenge,nd,nd,Ditch-Secondary Filling,"ditch fill, C42,54/841",51.1788,-1.8262,14C,2490,50,Marshall 2012,Rejected by Marshall 2012
5680,OxA-18036,4332,35,0,bone,human,England/Wales,Stonehenge,nd,nd,Abrey Holes,"Aubrey Hole 32, cremated human longbone",51.1788,-1.8262,14C,2960,50,Marshall 2012,
5681,OxA-20011,3868,28,0,antler ,cervus elaphus,England/Wales,Stonehenge,nd,nd,The Avenue,Base of pit [056] within the fill (045),51.1788,-1.8262,14C,2360,60,Marshall 2012,
5682,OxA-20350,3836,29,-23.5,antler ,cervus elaphus,England/Wales,Stonehenge,nd,nd,The Avenue,as OxA-20011,51.1788,-1.8262,14C,2290,70,Marshall 2012,
5683,OxA-4833,4550,60,-22.5,bone,red deer,England/Wales,Stonehenge,Neolithic,nd,Ditch Phase,ditch south entrance near terminal,51.1788,-1.8262,14C,3240,110,SU12254219,Rejected by Marshall 2012
5684,OxA-4834,4460,45,-23.1,bone,Bos,England/Wales,Stonehenge,Neolithic,nd,Ditch Phase,ditch south entrance near terminal,51.1788,-1.8262,14C,3170,120,SU12254219,Rejected by Marshall 2012
5685,OxA-4835,4455,40,-22.4,antler ,Bos,England/Wales,Stonehenge,Neolithic,nd,Ditch Phase,ditch south entrance near terminal,51.1788,-1.8262,14C,3170,120,SU12254219,Rejected by Marshall 2012
5686,OxA-4836,3540,45,-21.2,antler ,red deer,England/Wales,Stonehenge,nd,nd,Stone Settings,4068B,51.1788,-1.8262,14C,1870,70,Oxford Datelist,
5687,OxA-4837,3995,60,-21.2,antler ,red deer,England/Wales,Stonehenge,nd,nd,Stone Settings,"Stonehole E on causeway from primary packing [1131], C3",51.1788,-1.8262,14C,2520,80,Oxford Datelist,
5688,OxA-4838,3885,40,-23.9,antler ,red deer,England/Wales,Stonehenge,nd,nd,Stone Settings,"Stonehole E on causeway from primary packing [1131], C3",51.1788,-1.8262,14C,2370,70,Oxford Datelist,
5689,OxA-4839,3860,40,-21.3,antler ,red deer,England/Wales,Stonehenge,nd,nd,nd,S56.52,51.1788,-1.8262,14C,2340,80,Oxford Datelist,
5690,OxA-4840,3985,45,-23.4,antler ,red deer,England/Wales,Stonehenge,nd,nd,Stone Settings,"S64.21 Sarsen Trilithon, stonehole 53/54 from pit WA 2448/3773 [3516], C56",51.1788,-1.8262,14C,2510,60,Oxford Datelist,
5691,OxA-4841,4295,60,-19.6,bone,ox,England/Wales,Stonehenge,Neolithic,nd,Ditch-Secondary Filling,ditch upper secondary fill,51.1788,-1.8262,14C,2940,70,SU12254219,Rejected by Marshall 2012
5692,OxA-4842,4520,100,-23.8,bone,Bos primigenius,England/Wales,Stonehenge,Neolithic,nd,Ditch Phase,ditch south entrance near terminal,51.1788,-1.8262,14C,3210,150,SU12254219,Rejected by Marshall 2012
